age_range,gender,duration_of_medication,review_date,condition,overall_rating,upvotes,drug_name
  65-74,Female,2 to less than 5 years,3/28/2013,Bacterial Infection with Chronic Bronchitis,3.7,,Levaquin oral
  55-64,Female,,3/25/2013,Bacterial Infection with Bronchitis,3.0,1.0,Levaquin oral
  65-74,Female,,3/12/2013,Acute Inflammation of the Maxillary Sinus,1.0,,Levaquin oral
  35-44,Male,less than 1 month,3/2/2013,Bacterial Pneumonia caused by Streptococcus,4.3,,Levaquin oral
  35-44,Female,less than 1 month,2/18/2013,Acute Inflammation of the Maxillary Sinus,2.0,,Levaquin oral
  45-54,Female,less than 1 month,2/15/2013,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,3.3,,Levaquin oral
  35-44,Female,less than 1 month,2/8/2013,Bacterial Infection with Bronchitis,5.0,,Levaquin oral
  45-54,Female,less than 1 month,2/6/2013,Acute Maxillary Sinus H. Influenzae Bacteria Infection,2.3,,Levaquin oral
  35-44,Female,,1/30/2013,Acute Inflammation of the Maxillary Sinus,2.3,,Levaquin oral
  55-64,Female,less than 1 month,1/27/2013,Pneumonia caused by Bacteria,3.0,,Levaquin oral
  65-74,Female,less than 1 month,1/27/2013,Bacterial Pneumonia caused by Haemophilus Influenzae,2.7,,Levaquin oral
  55-64,Female,less than 1 month,1/26/2013,Pneumonia caused by Bacteria,1.3,,Levaquin oral
  45-54,Female,less than 1 month,1/25/2013,Complicated Skin Infection due to Staphyloccus Aureus Bacteria,2.3,,Levaquin oral
  45-54,Female,,1/8/2013,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,2.3,,Levaquin oral
  55-64,Female,less than 1 month,12/31/2012,Acute Inflammation of the Maxillary Sinus,1.0,,Levaquin oral
  45-54,Female,less than 1 month,12/15/2012,Pneumonia caused by Gram-Negative Bacteria,1.7,,Levaquin oral
  45-54,Female,1 to less than 2 years,12/10/2012,Pneumonia caused by Bacteria,1.0,1.0,Levaquin oral
  45-54,Female,less than 1 month,12/8/2012,Acute Inflammation of the Maxillary Sinus,1.0,,Levaquin oral
  45-54,Female,less than 1 month,12/4/2012,Acute Inflammation of the Maxillary Sinus,2.0,2.0,Levaquin oral
  45-54,Female,less than 1 month,12/3/2012,Bacterial Infection of Kidney due to E. Coli Organism,3.3,,Levaquin oral
  65-74,Male,less than 1 month,11/5/2012,Bronchitis caused by the Bacteria Moraxella Catarrhalis,1.7,1.0,Levaquin oral
  55-64,Female,less than 1 month,10/28/2012,Acute Inflammation of the Maxillary Sinus,1.7,1.0,Levaquin oral
  35-44,Male,less than 1 month,10/27/2012,Pneumonia caused by Bacteria,1.7,,Levaquin oral
  65-74,Male,less than 1 month,10/10/2012,Bacterial Stomach or Intestine Infection caused by Anthrax,1.0,,Levaquin oral
  45-54,Female,less than 1 month,9/13/2012,Infection of Urinary Tract with Complications,2.3,2.0,Levaquin oral
  45-54,Female,6 months to less than 1 year,9/6/2012,Acute Inflammation of the Maxillary Sinus,1.0,,Levaquin oral
  45-54,Female,less than 1 month,8/25/2012,Bacterial Stomach or Intestine Infection caused by Anthrax,1.7,,Levaquin oral
  55-64,Female,less than 1 month,8/19/2012,Complicated Skin Infection due to Staphyloccus Aureus Bacteria,3.7,,Levaquin oral
  55-64,Male,less than 1 month,8/9/2012,Pneumonia caused by Bacteria,5.0,,Levaquin oral
  45-54,Female,less than 1 month,7/18/2012,Bacterial Infection with Bronchitis,4.0,1.0,Levaquin oral
  75 or over,Male,,6/29/2012,Complicated Skin Infection,3.7,,Levaquin oral
  13-18,Female,less than 1 month,5/14/2012,Bacterial Pneumonia caused by Streptococcus,5.0,,Levaquin oral
  35-44,Female,less than 1 month,5/5/2012,Bacterial Infection of Kidney due to E. Coli Organism,1.7,,Levaquin oral
  75 or over,Male,1 to 6 months,4/16/2012,Infection of Urinary Tract with Complications,1.7,1.0,Levaquin oral
  35-44,Female,less than 1 month,3/31/2012,Bacterial Infection with Bronchitis,2.3,,Levaquin oral
  45-54,Female,less than 1 month,2/25/2012,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,2.3,,Levaquin oral
  55-64,Female,less than 1 month,2/19/2012,Bronchitis caused by the Bacteria Haemophilus Influenzae,3.0,,Levaquin oral
  45-54,Male,less than 1 month,2/16/2012,Complicated Skin Infection,1.0,1.0,Levaquin oral
  25-34,Female,less than 1 month,2/8/2012,Acute Inflammation of the Maxillary Sinus,1.7,,Levaquin oral
  35-44,Female,less than 1 month,1/30/2012,Acute Maxillary Sinus H. Influenzae Bacteria Infection,1.3,,Levaquin oral
  55-64,Female,less than 1 month,1/28/2012,Acute Inflammation of the Maxillary Sinus,2.3,,Levaquin oral
  55-64,Male,less than 1 month,1/27/2012,Acute Inflammation of the Maxillary Sinus,2.0,,Levaquin oral
  75 or over,Male,less than 1 month,1/2/2012,Pneumonia caused by Bacteria,3.3,,Levaquin oral
  55-64,Male,less than 1 month,12/9/2011,Urinary Tract Infection caused by Klebsiella Bacteria,1.0,,Levaquin oral
  45-54,Female,,12/6/2011,Bacterial Pneumonia caused by Streptococcus pneumoniae,1.7,,Levaquin oral
  35-44,Female,less than 1 month,12/1/2011,Acute Inflammation of the Maxillary Sinus,4.3,1.0,Levaquin oral
  55-64,Female,less than 1 month,10/29/2011,Acute Maxillary Sinus M. Catarrhalis Bacteria Infection,1.0,,Levaquin oral
  45-54,Female,less than 1 month,10/25/2011,Bacterial Pneumonia caused by Staphylococcus,1.7,,Levaquin oral
  45-54,Female,less than 1 month,10/17/2011,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,1.3,,Levaquin oral
  75 or over,Female,2 to less than 5 years,10/7/2011,Acute Maxillary Sinus M. Catarrhalis Bacteria Infection,3.0,,Levaquin oral
  65-74,Female,less than 1 month,9/19/2011,Bacterial Infection with Bronchitis,5.0,1.0,Levaquin oral
  55-64,Female,1 to 6 months,8/23/2011,Acute Inflammation of the Maxillary Sinus,2.7,,Levaquin oral
  65-74,Female,less than 1 month,7/24/2011,Bacterial Pneumonia caused by Haemophilus Influenzae,2.3,,Levaquin oral
  35-44,Female,less than 1 month,7/9/2011,Bacterial Urinary Tract Infection,1.0,1.0,Levaquin oral
  65-74,Female,less than 1 month,7/2/2011,Complicated Skin Infection,2.7,,Levaquin oral
  75 or over,Female,less than 1 month,7/2/2011,Bacterial Urinary Tract Infection,2.3,,Levaquin oral
  55-64,Male,less than 1 month,6/24/2011,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,4.3,,Levaquin oral
  45-54,Female,less than 1 month,6/21/2011,Bacterial Infection with Bronchitis,1.0,,Levaquin oral
  45-54,Female,less than 1 month,6/7/2011,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,3.7,,Levaquin oral
  45-54,Female,less than 1 month,5/29/2011,Acute Inflammation of the Maxillary Sinus,1.0,,Levaquin oral
  55-64,Female,less than 1 month,5/28/2011,Acute Inflammation of the Maxillary Sinus,1.3,,Levaquin oral
  55-64,Female,less than 1 month,5/21/2011,Acute Inflammation of the Maxillary Sinus,4.0,,Levaquin oral
  45-54,Female,less than 1 month,5/7/2011,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,2.3,,Levaquin oral
  45-54,Female,less than 1 month,5/4/2011,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,5.0,,Levaquin oral
  25-34,Female,less than 1 month,5/4/2011,Bacterial Stomach or Intestine Infection caused by Anthrax,1.0,,Levaquin oral
  35-44,Male,less than 1 month,4/30/2011,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,5.0,,Levaquin oral
  35-44,Male,less than 1 month,4/28/2011,Pneumonia caused by Bacteria,5.0,1.0,Levaquin oral
  35-44,Male,less than 1 month,4/27/2011,Acute Maxillary Sinus M. Catarrhalis Bacteria Infection,2.0,,Levaquin oral
  55-64,Male,6 months to less than 1 year,4/25/2011,Bacterial Infection of the Kidney and Renal Pelvis,2.7,,Levaquin oral
  65-74,Female,less than 1 month,4/21/2011,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,2.3,,Levaquin oral
  45-54,Female,less than 1 month,3/15/2011,Bacterial Infection with Bronchitis,5.0,,Levaquin oral
  55-64,Male,less than 1 month,3/7/2011,Infection of the Urinary Tract caused by Proteus Bacteria,1.0,,Levaquin oral
  35-44,Female,less than 1 month,3/1/2011,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,1.3,,Levaquin oral
  35-44,Female,less than 1 month,2/26/2011,Bacterial Pneumonia caused by Haemophilus Influenzae,5.0,,Levaquin oral
  45-54,Female,less than 1 month,2/15/2011,Acute Maxillary Sinus H. Influenzae Bacteria Infection,2.0,,Levaquin oral
  75 or over,Male,less than 1 month,2/9/2011,Bacterial Infection with Bronchitis,4.3,,Levaquin oral
  55-64,Female,less than 1 month,2/7/2011,Bacterial Pneumonia caused by Klebsiella,1.0,,Levaquin oral
  45-54,Female,less than 1 month,2/5/2011,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,1.0,,Levaquin oral
  45-54,Female,less than 1 month,1/29/2011,Bronchitis caused by the Bacteria Haemophilus Influenzae,1.0,,Levaquin oral
  45-54,Male,less than 1 month,1/28/2011,Infection of the Urinary Tract caused by Proteus Bacteria,2.3,,Levaquin oral
  45-54,Female,less than 1 month,1/24/2011,Bacterial Infection with Bronchitis,4.7,,Levaquin oral
  25-34,Female,less than 1 month,1/21/2011,Acute Maxillary Sinus H. Influenzae Bacteria Infection,2.0,,Levaquin oral
  45-54,Male,less than 1 month,1/21/2011,Bacterial Infection with Bronchitis,4.7,,Levaquin oral
  35-44,Female,less than 1 month,1/20/2011,Acute Maxillary Sinus H. Influenzae Bacteria Infection,2.3,1.0,Levaquin oral
  55-64,Female,less than 1 month,1/15/2011,Acute Maxillary Sinus H. Influenzae Bacteria Infection,2.0,,Levaquin oral
  35-44,Female,less than 1 month,1/6/2011,Acute Maxillary Sinus M. Catarrhalis Bacteria Infection,1.0,,Levaquin oral
  55-64,Female,,1/1/2011,Bacterial Infection with Bronchitis,1.3,,Levaquin oral
  55-64,Male,less than 1 month,12/29/2010,Skin Infection,3.0,1.0,Levaquin oral
  55-64,Male,1 to 6 months,12/29/2010,Acute Inflammation of the Maxillary Sinus,5.0,3.0,Levaquin oral
  65-74,Female,,12/27/2010,Bacterial Pneumonia caused by Staphylococcus,3.0,,Levaquin oral
  25-34,Female,less than 1 month,12/16/2010,Bacterial Infection with Bronchitis,3.7,,Levaquin oral
  45-54,Female,less than 1 month,12/15/2010,Bacterial Infection with Chronic Bronchitis,1.3,,Levaquin oral
  55-64,Male,less than 1 month,12/13/2010,Bacterial Pneumonia caused by Streptococcus pneumoniae,4.3,1.0,Levaquin oral
  35-44,Female,less than 1 month,12/12/2010,Bacterial Pneumonia caused by Streptococcus,4.0,2.0,Levaquin oral
  35-44,Female,less than 1 month,12/10/2010,Bacterial Infection with Chronic Bronchitis,3.7,,Levaquin oral
  35-44,Female,less than 1 month,12/6/2010,Acute Inflammation of the Maxillary Sinus,3.7,1.0,Levaquin oral
  55-64,Female,less than 1 month,12/2/2010,Acute Inflammation of the Maxillary Sinus,2.3,,Levaquin oral
  25-34,Female,less than 1 month,11/16/2010,Bacterial Urinary Tract Infection,3.0,,Levaquin oral
  35-44,Female,less than 1 month,11/11/2010,Bacterial Pneumonia caused by Haemophilus Influenzae,4.0,,Levaquin oral
  25-34,Female,less than 1 month,11/2/2010,Bacterial Infection with Bronchitis,2.0,,Levaquin oral
  25-34,Female,less than 1 month,11/2/2010,Pneumonia caused by Bacteria,5.0,2.0,Levaquin oral
  45-54,Female,less than 1 month,10/28/2010,Bronchitis caused by the Bacteria Haemophilus Influenzae,1.7,,Levaquin oral
  55-64,Female,less than 1 month,10/11/2010,Pneumonia caused by Bacteria,3.0,1.0,Levaquin oral
  25-34,Female,less than 1 month,10/7/2010,Complicated Skin Infection due to Staphyloccus Aureus Bacteria,1.0,,Levaquin oral
  55-64,Female,less than 1 month,9/26/2010,Complicated Skin Infection,3.0,,Levaquin oral
  65-74,Female,less than 1 month,9/16/2010,Bacterial Urinary Tract Infection,2.3,,Levaquin oral
  55-64,Male,,9/10/2010,Bacterial Infection with Chronic Bronchitis,1.7,,Levaquin oral
  55-64,Female,2 to less than 5 years,9/2/2010,Acute Maxillary Sinus M. Catarrhalis Bacteria Infection,5.0,,Levaquin oral
  35-44,Female,less than 1 month,8/24/2010,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,1.3,,Levaquin oral
  35-44,Female,less than 1 month,8/6/2010,Urinary Tract Infection due to E. Coli Bacteria,1.0,1.0,Levaquin oral
  55-64,Male,less than 1 month,7/30/2010,Skin Infection,2.7,1.0,Levaquin oral
  45-54,Female,less than 1 month,7/29/2010,Acute Maxillary Sinus M. Catarrhalis Bacteria Infection,2.7,,Levaquin oral
  75 or over,Male,less than 1 month,7/28/2010,Bacterial Pneumonia caused by Haemophilus Influenzae,1.0,,Levaquin oral
  45-54,Female,less than 1 month,7/9/2010,Infection of Urinary Tract with Complications,5.0,,Levaquin oral
  55-64,Female,less than 1 month,6/24/2010,Bacterial Pneumonia caused by Streptococcus,1.0,1.0,Levaquin oral
  45-54,Female,less than 1 month,6/24/2010,Acute Inflammation of the Maxillary Sinus,3.0,,Levaquin oral
  25-34,Female,less than 1 month,6/18/2010,Bacterial Urinary Tract Infection,2.7,,Levaquin oral
  35-44,Female,2 to less than 5 years,6/2/2010,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,5.0,,Levaquin oral
  35-44,Male,less than 1 month,5/30/2010,Bacterial Infection with Bronchitis,1.0,1.0,Levaquin oral
  75 or over,Male,,5/29/2010,Bacterial Infection with Chronic Bronchitis,3.7,,Levaquin oral
  55-64,Female,less than 1 month,5/19/2010,Acute Inflammation of the Maxillary Sinus,3.3,2.0,Levaquin oral
  35-44,Female,less than 1 month,4/30/2010,Skin Infection,4.0,2.0,Levaquin oral
  55-64,Female,less than 1 month,4/28/2010,Bacterial Infection with Bronchitis,3.7,1.0,Levaquin oral
  45-54,Female,less than 1 month,4/25/2010,Skin Infection,1.7,1.0,Levaquin oral
  45-54,Male,2 to less than 5 years,4/24/2010,Bacterial Urinary Tract Infection,2.0,1.0,Levaquin oral
  45-54,Male,less than 1 month,12/15/2022,infection caused by bacteria,3.0,,levofloxacin oral
  19-24,Female,less than 1 month,12/10/2022,Bacterial Urinary Tract Infection,2.3,,levofloxacin oral
  35-44,Female,less than 1 month,11/18/2022,Acute Inflammation of the Maxillary Sinus,1.0,1.0,levofloxacin oral
  45-54,Female,less than 1 month,11/3/2022,Urinary Tract Infection due to E. Coli Bacteria,2.0,1.0,levofloxacin oral
  19-24,Female,less than 1 month,8/30/2022,Pneumonia caused by Bacteria,3.3,1.0,levofloxacin oral
  25-34,Male,less than 1 month,7/24/2022,infection caused by bacteria,1.3,1.0,levofloxacin oral
  65-74,Male,less than 1 month,7/20/2022,Bacterial Urinary Tract Infection,2.7,1.0,levofloxacin oral
  19-24,Female,,7/13/2022,Chronic Infection of the Prostate due to Enterococcus faecalis,3.0,1.0,levofloxacin oral
  55-64,Female,6 months to less than 1 year,7/12/2022,infection caused by bacteria,1.0,1.0,levofloxacin oral
  75 or over,Male,less than 1 month,4/7/2022,infection caused by bacteria,1.0,1.0,levofloxacin oral
  55-64,Female,less than 1 month,3/11/2022,Bacterial Pneumonia caused by Streptococcus,5.0,1.0,levofloxacin oral
  35-44,Female,1 to 6 months,3/3/2022,Bacterial Urinary Tract Infection,1.0,1.0,levofloxacin oral
  45-54,Male,less than 1 month,1/18/2022,Pneumonia caused by Bacteria,5.0,1.0,levofloxacin oral
  55-64,Male,less than 1 month,8/5/2021,Bacterial Urinary Tract Infection,1.7,2.0,levofloxacin oral
  25-34,Male,less than 1 month,3/2/2021,Bacterial Urinary Tract Infection,4.0,3.0,levofloxacin oral
  55-64,Female,less than 1 month,4/15/2020,Bacterial Infection with Chronic Bronchitis,5.0,2.0,levofloxacin oral
  65-74,Female,less than 1 month,4/2/2020,Bacterial Infection with Bronchitis,3.7,5.0,levofloxacin oral
  65-74,Female,less than 1 month,4/2/2020,Bacterial Infection with Bronchitis,3.7,1.0,levofloxacin oral
  65-74,Female,less than 1 month,4/2/2020,Bacterial Infection with Bronchitis,3.7,,levofloxacin oral
  45-54,Male,less than 1 month,8/8/2019,Complicated Skin Infection,5.0,2.0,levofloxacin oral
  75 or over,Male,less than 1 month,5/30/2019,Urinary Tract Infection caused by Klebsiella Bacteria,5.0,,levofloxacin oral
  25-34,Male,less than 1 month,5/28/2019,Urinary Tract Infection due to E. Coli Bacteria,1.0,2.0,levofloxacin oral
  55-64,Female,less than 1 month,4/20/2019,Bacterial Pneumonia caused by Haemophilus Influenzae,5.0,,levofloxacin oral
  65-74,Male,less than 1 month,2/25/2019,Pneumonia caused by Bacteria,5.0,1.0,levofloxacin oral
  45-54,Female,less than 1 month,11/25/2018,infection caused by bacteria,1.0,2.0,levofloxacin oral
  65-74,Female,less than 1 month,8/10/2018,Pneumonia caused by Bacteria,2.3,,levofloxacin oral
  65-74,Female,less than 1 month,5/7/2018,Bacterial Infection with Chronic Bronchitis,1.0,1.0,levofloxacin oral
  75 or over,Male,less than 1 month,4/13/2018,Bacterial Urinary Tract Infection,3.0,2.0,levofloxacin oral
  65-74,Female,,3/8/2018,Pneumonia caused by Bacteria,1.7,,levofloxacin oral
  65-74,Male,less than 1 month,2/14/2018,Acute Inflammation of the Maxillary Sinus,5.0,,levofloxacin oral
  55-64,Female,less than 1 month,12/23/2017,Bronchitis caused by the Bacteria Staphylococcus Aureus,1.0,,levofloxacin oral
  25-34,Female,less than 1 month,12/16/2017,Pneumonia caused by Bacteria,4.3,1.0,levofloxacin oral
  55-64,Female,less than 1 month,11/27/2017,Bacterial Urinary Tract Infection,3.0,1.0,levofloxacin oral
  65-74,Female,less than 1 month,11/15/2017,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,5.0,1.0,levofloxacin oral
  65-74,Female,less than 1 month,7/6/2017,Acute Inflammation of the Maxillary Sinus,2.7,,levofloxacin oral
  65-74,Male,less than 1 month,5/13/2017,Bacterial Infection with Bronchitis,1.7,16.0,levofloxacin oral
  55-64,Female,less than 1 month,5/6/2017,Bacterial Pneumonia caused by Haemophilus Influenzae,1.7,,levofloxacin oral
  25-34,Female,less than 1 month,3/29/2017,Pneumonia caused by Bacteria,2.3,1.0,levofloxacin oral
  25-34,Female,less than 1 month,3/19/2017,Acute Inflammation of the Maxillary Sinus,2.3,1.0,levofloxacin oral
  65-74,Female,less than 1 month,3/17/2017,Bacterial Infection with Bronchitis,1.7,23.0,levofloxacin oral
  55-64,Female,less than 1 month,3/7/2017,Bronchitis caused by the Bacteria Staphylococcus Aureus,2.3,,levofloxacin oral
  45-54,Male,less than 1 month,12/7/2016,Bacterial Infection with Bronchitis,5.0,26.0,levofloxacin oral
  35-44,Male,less than 1 month,11/29/2016,Pneumonia caused by Bacteria,5.0,1.0,levofloxacin oral
  55-64,Female,less than 1 month,11/22/2016,Bacterial Infection with Bronchitis,5.0,45.0,levofloxacin oral
  65-74,Female,less than 1 month,10/9/2016,Bacterial Infection with Chronic Bronchitis,3.7,,levofloxacin oral
  45-54,Female,less than 1 month,9/27/2016,Bacterial Urinary Tract Infection,1.0,,levofloxacin oral
  45-54,Female,less than 1 month,9/22/2016,Acute Maxillary Sinus M. Catarrhalis Bacteria Infection,5.0,2.0,levofloxacin oral
  25-34,Male,less than 1 month,7/22/2016,Infection of Urinary Tract with Complications,5.0,,levofloxacin oral
  75 or over,Female,less than 1 month,6/9/2016,Bacterial Infection with Bronchitis,1.0,28.0,levofloxacin oral
  19-24,Female,less than 1 month,4/27/2016,Bacterial Urinary Tract Infection,3.0,2.0,levofloxacin oral
  35-44,Male,less than 1 month,4/24/2016,Pneumonia caused by Bacteria,4.3,,levofloxacin oral
  25-34,Female,less than 1 month,4/19/2016,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,4.3,1.0,levofloxacin oral
  35-44,Female,less than 1 month,3/24/2016,Bronchitis caused by the Bacteria Haemophilus Influenzae,1.3,,levofloxacin oral
  25-34,Male,less than 1 month,2/24/2016,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,5.0,1.0,levofloxacin oral
  45-54,Female,less than 1 month,2/11/2016,Bacterial Infection with Bronchitis,4.0,30.0,levofloxacin oral
  25-34,Female,,2/2/2016,Pneumonia caused by Bacteria,3.0,1.0,levofloxacin oral
  65-74,Male,less than 1 month,1/21/2016,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,5.0,3.0,levofloxacin oral
  65-74,Male,less than 1 month,1/16/2016,Bacterial Infection with Bronchitis,2.3,32.0,levofloxacin oral
  35-44,Female,less than 1 month,1/16/2016,Bacterial Infection with Bronchitis,4.0,9.0,levofloxacin oral
  55-64,Female,less than 1 month,11/20/2015,Acute Inflammation of the Maxillary Sinus,1.3,2.0,levofloxacin oral
  45-54,Male,5 to less than 10 years,11/15/2015,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,4.7,,levofloxacin oral
  35-44,Female,less than 1 month,11/7/2015,Bacterial Infection with Bronchitis,1.0,32.0,levofloxacin oral
  65-74,Female,less than 1 month,10/31/2015,Bacterial Infection with Bronchitis,2.0,30.0,levofloxacin oral
  19-24,Male,less than 1 month,10/23/2015,Pneumonia caused by Bacteria,4.3,6.0,levofloxacin oral
  75 or over,Male,less than 1 month,10/21/2015,Bacterial Urinary Tract Infection,2.0,1.0,levofloxacin oral
  55-64,Female,less than 1 month,9/20/2015,Bacterial Infection with Chronic Bronchitis,1.7,1.0,levofloxacin oral
  65-74,Male,less than 1 month,9/16/2015,Pneumonia caused by Bacteria,5.0,9.0,levofloxacin oral
  55-64,Male,less than 1 month,9/15/2015,Bacterial Urinary Tract Infection,4.7,6.0,levofloxacin oral
  75 or over,Female,less than 1 month,9/14/2015,Bacterial Infection with Bronchitis,1.0,31.0,levofloxacin oral
  25-34,Female,less than 1 month,9/14/2015,Bacterial Infection of Kidney due to E. Coli Organism,1.0,2.0,levofloxacin oral
  65-74,Female,less than 1 month,8/21/2015,Pneumonia caused by Bacteria,3.3,4.0,levofloxacin oral
  45-54,Female,less than 1 month,8/1/2015,Bacterial Urinary Tract Infection,1.7,3.0,levofloxacin oral
  55-64,Female,less than 1 month,7/24/2015,Bacterial Infection with Bronchitis,1.0,19.0,levofloxacin oral
  19-24,Male,less than 1 month,7/16/2015,Urinary Tract Infection caused by Klebsiella Bacteria,1.0,2.0,levofloxacin oral
  35-44,Female,less than 1 month,6/7/2015,Bacterial Infection of the Kidney and Renal Pelvis,4.0,,levofloxacin oral
  35-44,Male,less than 1 month,5/20/2015,Bronchitis caused by the Bacteria Haemophilus Influenzae,2.0,2.0,levofloxacin oral
  65-74,Male,less than 1 month,5/17/2015,Bacterial Infection with Bronchitis,2.3,21.0,levofloxacin oral
  35-44,Female,less than 1 month,5/16/2015,Infection of Urinary Tract with Complications,1.0,1.0,levofloxacin oral
  65-74,Female,1 to 6 months,5/11/2015,Bacterial Infection with Chronic Bronchitis,1.3,1.0,levofloxacin oral
  65-74,Male,less than 1 month,5/11/2015,Bronchitis caused by the Bacteria Moraxella Catarrhalis,2.3,,levofloxacin oral
  65-74,Male,less than 1 month,5/9/2015,Bacterial Pneumonia caused by Haemophilus Influenzae,4.0,1.0,levofloxacin oral
  65-74,Female,less than 1 month,4/20/2015,Complicated Skin Infection due to Staphyloccus Aureus Bacteria,5.0,,levofloxacin oral
  65-74,Female,less than 1 month,4/19/2015,Pneumonia caused by Bacteria,3.3,2.0,levofloxacin oral
  75 or over,Male,less than 1 month,4/15/2015,Chronic Infection of the Prostate due to Staphylococcus epidermidis,1.0,,levofloxacin oral
  35-44,Male,less than 1 month,4/10/2015,Bronchitis caused by the Bacteria Haemophilus Influenzae,3.3,1.0,levofloxacin oral
  65-74,Female,less than 1 month,3/29/2015,Bacterial Infection with Bronchitis,2.3,55.0,levofloxacin oral
  65-74,Female,less than 1 month,3/27/2015,Acute Maxillary Sinus H. Influenzae Bacteria Infection,1.0,2.0,levofloxacin oral
  35-44,Female,less than 1 month,2/28/2015,Acute Maxillary Sinus H. Influenzae Bacteria Infection,1.3,2.0,levofloxacin oral
  45-54,Female,less than 1 month,2/22/2015,Acute Inflammation of the Maxillary Sinus,2.3,3.0,levofloxacin oral
  55-64,Female,less than 1 month,2/10/2015,Bacterial Infection with Bronchitis,4.0,32.0,levofloxacin oral
  55-64,Male,less than 1 month,1/25/2015,Bacterial Urinary Tract Infection,1.7,3.0,levofloxacin oral
  65-74,Female,less than 1 month,1/23/2015,Bacterial Infection with Chronic Bronchitis,1.0,1.0,levofloxacin oral
  55-64,Female,less than 1 month,1/11/2015,Bacterial Infection with Bronchitis,1.0,25.0,levofloxacin oral
  35-44,Female,less than 1 month,1/9/2015,Bacterial Infection with Bronchitis,3.0,31.0,levofloxacin oral
  55-64,Female,less than 1 month,1/5/2015,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,1.0,1.0,levofloxacin oral
  45-54,Female,less than 1 month,12/29/2014,Urinary Tract Infection due to E. Coli Bacteria,1.0,5.0,levofloxacin oral
  55-64,Female,less than 1 month,12/26/2014,Bacterial Infection with Bronchitis,5.0,46.0,levofloxacin oral
  55-64,Male,,12/11/2014,Acute Inflammation of the Maxillary Sinus,1.0,1.0,levofloxacin oral
  45-54,Female,less than 1 month,11/19/2014,Acute Inflammation of the Maxillary Sinus,3.7,2.0,levofloxacin oral
  65-74,Male,less than 1 month,11/14/2014,Bacterial Stomach or Intestine Infection caused by Anthrax,1.7,3.0,levofloxacin oral
  55-64,Female,less than 1 month,11/11/2014,Bacterial Infection of Kidney due to E. Coli Organism,5.0,,levofloxacin oral
  65-74,Female,less than 1 month,11/5/2014,Urinary Tract Infection due to E. Coli Bacteria,1.0,4.0,levofloxacin oral
  55-64,Female,less than 1 month,10/24/2014,Skin Infection,1.0,1.0,levofloxacin oral
  35-44,Female,less than 1 month,10/13/2014,Acute Maxillary Sinus H. Influenzae Bacteria Infection,2.7,2.0,levofloxacin oral
  45-54,Male,less than 1 month,10/10/2014,Bacterial Urinary Tract Infection,1.0,6.0,levofloxacin oral
  35-44,Male,less than 1 month,10/3/2014,Bacterial Infection with Bronchitis,2.0,26.0,levofloxacin oral
  55-64,Female,less than 1 month,9/15/2014,Acute Maxillary Sinus H. Influenzae Bacteria Infection,2.7,1.0,levofloxacin oral
  55-64,Female,less than 1 month,8/25/2014,Bacterial Infection with Bronchitis,1.0,36.0,levofloxacin oral
  45-54,Female,less than 1 month,8/10/2014,Acute Inflammation of the Maxillary Sinus,1.3,4.0,levofloxacin oral
  65-74,Female,less than 1 month,7/18/2014,Bronchitis caused by the Bacteria Haemophilus Influenzae,3.7,,levofloxacin oral
  65-74,Female,less than 1 month,7/18/2014,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,2.3,1.0,levofloxacin oral
  55-64,Female,less than 1 month,7/2/2014,Bacterial Urinary Tract Infection,2.0,2.0,levofloxacin oral
  55-64,Female,less than 1 month,6/29/2014,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,2.7,2.0,levofloxacin oral
  35-44,Female,less than 1 month,6/14/2014,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,1.3,2.0,levofloxacin oral
  35-44,Female,less than 1 month,6/10/2014,Bacterial Infection with Bronchitis,2.0,15.0,levofloxacin oral
  35-44,Male,5 to less than 10 years,6/3/2014,Bacterial Stomach or Intestine Infection caused by Anthrax,5.0,3.0,levofloxacin oral
  19-24,Female,less than 1 month,6/2/2014,Acute Inflammation of the Maxillary Sinus,1.0,1.0,levofloxacin oral
  65-74,Female,,5/26/2014,Bacterial Infection with Bronchitis,3.0,37.0,levofloxacin oral
